text,label,language,depression_prob,text_en,text_zh,depression_prob_en,depression_prob_zh
Ya Allah !! Bless our parents with healthy life,0.0,ur,0.0,O Allah! Grant our parents a healthy life.,愿真主保佑我们的父母健康长寿。,0.001,0.0
India's cluster bomb attack on Kashmir hurts Muslim Ummah. May Allah protect Muslims.,0.0,ur,0.0,India's cluster bomb attack on Kashmir harms the Muslim community. May Allah protect the Muslims.,印度对克什米尔地区的集束炸弹袭击伤害了穆斯林世界。愿真主保佑穆斯林。,0.1,0.1
Pakistan support Kashmir Freedom URL,0.0,ur,0.001,Pakistan supports Kashmir's freedom.,巴基斯坦支持克什米尔自由运动。,0.0,0.0
"Pakistanis are deceitful and untrustworthy, always trying to cheat.",1.0,ur,0.0,"Pakistanis are dishonest and unreliable, often attempting to deceive others.",巴基斯坦人狡猾且不可信赖，总是试图欺骗。,0.1,0.1
"Masha'Allah, Happy Birthday brother... May Allah bless you and the Family  URL",0.0,ur,0.0,"Masha'Allah, Happy Birthday brother... May Allah bless you and the family.",真主保佑，兄弟生日快乐……愿真主保佑你和你的家人。,0.0,0.0
Pakistan come back in last matches deserve to be appreciated love from loc kargil,0.0,ur,0.001,Pakistan's comeback in the recent matches deserves appreciation. Love from LOC Kargil.,巴基斯坦在最近的比赛中强势回归，值得赞赏，来自克什米尔卡吉尔的爱。,0.0,0.001
Disney must make a story about Filipino,0.0,tl,0.001,Disney should create a story based on Filipino culture.,迪士尼应该创作一部关于菲律宾的故事。,0.0,0.05
"ਅਸਲੀ ਪਿਆਰ ਦੇ ਤੌਰ 'ਤੇ, ਮੈਂ ਬਾਲ ਕਾਰਜ਼ ਵਿੱਚ ਹੀਰੀਜ਼ ਅਤੇ ਸੁੱਧੀ ਦੋਨਾਂ ਦੀ ਮਦਦ ਕਰਨ ਦੀ ਭਾਲ ਕਰ ਰਹੀ ਹਾਂ।",0.0,pa,0.1,"In terms of true love, I am seeking to help both Heer and Sudhi in child labor.",在真正的爱情中，我正努力在儿童事务中帮助希里兹和苏迪两人。,0.0,0.1
"ਬਲੈਕ ਲਿੰਗ ਸਮੁਦਾਏ ਦੇ ਸੰਵੇਦਨਸ਼ੀਲ ਪ੍ਰਤੀਕ ਨੂੰ ਉਜਾਗਰ ਕਰਨਾ, ਅਤੇ ਹੋਰ ਵਿਭਿੰਨਤਾ ਦੀ ਮੌਜੂਦਗੀ ਨੂੰ ਸਮਰਥਨ ਕਰਨਾ, ਉਹਨਾਂ ਲਈ ਆਪਣੇ ਖੁਦ ਦੀ ਚੋਣ ਅਤੇ ਜ਼ਿੰਮੇਵਾਰੀ ਮਨਾਉਣਾ",0.0,pa,0.0,"Highlighting the sensitive symbols of the Black Ling community, and supporting the presence of other diversities, celebrating their own choices and responsibilities.",突出黑色语言社区敏感的象征，并支持其他多样性的存在，为他们庆祝自己的选择和责任。,0.0,0.0
"IMO, Face>Body>/=Skin color. Filipino mixed western or eastern asian features have advantages too. At least this is how the media portrays beauty.",0.0,tl,0.15,"In my opinion, face is more important than body, and both are more important than or equal to skin color. Filipino mixed Western or Eastern Asian features also have advantages. At least, this is how the media portrays beauty.",在我看来，颜值大于身材，肤色则与身材同等重要。菲律宾混血儿兼具西方或东亚特征，这也有其优势。至少，媒体就是这样定义美的。,0.0,0.0
I'm Filipino too that's cool,0.0,tl,0.001,"I'm Filipino too, that's cool.",我也是菲律宾人，真酷。,0.001,0.001
"He will make sure each and every jihadi bastard in your country will die a painful death, and your rogue state Naapak Pakistan will be finished forever URL",1.0,ur,0.0,"He will ensure that every jihadi bastard in your country meets a painful end, and your rogue state, Naapak Pakistan, will be eradicated forever.",他将确保你们国家的每一个圣战分子都不得好死，你们这个流氓国家巴基斯坦也将永远消失。,0.0,0.0
Eid Mubarak! Happy Eid-al-Fitr to all the celebrating!,0.0,ur,0.001,Eid Mubarak! Happy Eid al-Fitr to all who are celebrating!,开斋节快乐！祝所有庆祝的人们节日愉快！,0.001,0.0
Pakistan team leaving for prayer in Nottingham. URL,0.0,ur,0.0,The Pakistan team is heading out for prayers in Nottingham.,巴基斯坦队在诺丁汉出发前往祈祷。,0.0,0.0
Corruption is a menace. The rampant corruption done in past regimes by corruptors. Now Pakistanis want that looted money back.,0.0,ur,0.0,"Corruption is a menace. The rampant corruption committed by corrupt individuals in past regimes. Now, Pakistanis want that looted money back.",腐败是一大祸害。过去政权中贪腐分子肆意妄为，如今巴基斯坦人民要求追回被掠夺的财富。,0.05,0.1
"ਉਮਰ, ਦ੍ਰਿਸ਼ਟੀਕੋਣ ਅਤੇ ਜਗ੍ਹਾ-ਪ੍ਰਵਾਸ ਆਦਿ ਨਾਲ ਜੇਵਿਸ਼ ਭਾਈਚਾਰੇ ਤੋਂ ਕਈ ਵੱਖਰੀਆਂ ਉਮਰਾਂ ਦੀਆਂ ਟੀਮਾਂ ਹਨ",0.0,pa,0.0,"There are several age-specific teams within the Jewish community, varying by age, perspective, and location, among other factors.",犹太社区中，根据年龄、视角和地域迁徙等因素，存在着多个不同年龄段的团队。,0.001,0.0
जो हिसाहिशी की रचना ار مب داس خ جثتح البارة بء بار الداس خ جثتح البارة,0.0,ur,0.5,The composition of the account is based on the account of the account.,那些创造历史的人，那些创造历史的人。,0.0,0.001
"ਜਿਵੇਂ ਕਿ ਅੱਧੀ ਕਿਲੋਮੀਟਰ 'ਤੇ ਉਨ੍ਹਾਂ ਦੇ ਪੁੱਛ-ਖੜ੍ਹੇ ਵਿੱਚ ਬਿਜ਼ਨਸਜ਼ ਦੀ ਡਰਾਉਣੀ ਭੂਮਿਕਾ ਹੁੰਦੀ ਹੈ, ਇਹ ਆਪਣੇ ਅਧਿਕਾਰਾਂ 'ਤੇ ਉਨ੍ਹਾਂ ਦੇ ਪ੍ਰਭਾਵ ਨੂੰ ਸੀਮਤ ਕਰਨ ਲਈ ਬਿਜ਼ਨਸਜ਼ ਦੁਆਰਾ ਸੰਚਾਲਿਤ ਹੋਇਆ ਹੈ।",1.0,pa,0.0,"As businesses play a dominant role in their constituencies over half a kilometer, this is managed by businesses to limit their influence on their authority.",正如在半公里范围内，企业在他们的盘问中扮演着令人畏惧的角色，这是由企业主导的，以限制他们对其权利的影响。,0.0,0.0
Respected the Islamic holy month of Dhu al-Hijjah's significance.,0.0,ur,0.0,Respected is the significance of the Islamic holy month of Dhu al-Hijjah.,尊重伊斯兰教神圣的朝觐月的重要性。,0.0,0.0
"Dear Allah, please give me a strength atleast once.",0.0,ur,0.65,"Dear Allah, please give me strength at least once.",亲爱的真主，请至少给我一次力量。,0.15,0.25
MashAllah Beautiful Blessing Of Allah,0.0,ur,0.001,"MashAllah, a beautiful blessing from Allah.",真主保佑，美丽无比。,0.0,0.0
"ਆਪਣੇ ਅਧਿਕਾਰਾਂ 'ਤੇ ਪ੍ਰਭਾਵ ਰੱਖਣ ਲਈ ਉਨ੍ਹਾਂ ਦੀ ਡਰਾਉਣੀ ਸਥਿਤੀ ਦੇ ਕਾਰਨ, ਅਗਲੀ ਪੀੜ੍ਹੀ ਵਿੱਚ ਉਨ੍ਹਾਂ ਨੂੰ ਮਜ਼ਬੂਤ ਸਥਿਤੀ ਦੇ ਲਈ ਪ੍ਰਯਤਨ ਕਰਨਾ ਚਾਹੀਦਾ ਹੈ।",1.0,pa,0.25,"Due to their precarious situation affecting their rights, the next generation should strive to secure a stronger position.",鉴于他们令人担忧的处境对其权利的影响，下一代必须努力争取更稳固的地位。,0.05,0.1
ਆਪਣੇ ਸਾਹਮਣੇ ਤੁਲਨਾਤਮਕ ਤੌਰ 'ਤੇ ਵਿਅਰਥ ਉਦਯੋਗ ਕਰ ਰਹੀ ਪਸ਼ਟੂਆਂ,1.0,pa,0.65,"You are engaging in a relatively futile industry in front of you, Pashtuns.",面对相对无用的行业，帕什图人。,0.15,0.05
"Eid Mubarak Everyone!!!  May Allah unite all Muslims, show us the right path, and bless us with good health.",0.0,ur,0.001,"Eid Mubarak to all!!! May Allah unite all Muslims, guide us on the right path, and bless us with good health.",开斋节快乐，各位！！！愿真主团结所有穆斯林，指引我们正道，并赐予我们健康。,0.0,0.0
Shaheen \,0.0,ur,0.001,Shaheen,沙欣,0.001,0.001
ਅਸੀਂ ਪੈਰਾਪਿਗਲੋ ਦੀ ਜ਼ਿੰਦਗੀ ਬਚਾਉਣ ਵਾਲੇ ਨੂੰ ਕਮਜ਼ੌਰ ਸਮਝਦੇ ਹਾਂ।,1.0,pa,0.15,We consider the one who saves the life of a paraplegic to be weak.,我们视拯救瘫痪者生命的人为弱者。,0.0,0.1
Eid Mubarak to everyday celebrating today. Have a blessed Eid :),0.0,ur,0.001,Eid Mubarak to everyone celebrating today. Have a blessed Eid :),祝今天庆祝开斋节的各位开斋节快乐。愿你们度过一个充满祝福的开斋节 :),0.001,0.0
Prophet PBUH is last prophet of Allah  Ihsan Marwat URL,0.0,ur,0.0,The Prophet (PBUH) is the last messenger of Allah. Ihsan Marwat URL,先知穆罕默德（愿主福安之）是安拉派遣的最后一位先知。,0.0,0.0
ਅਫ਼ਰੋ-ਲਟਿਨੋ ਸਮੁਦਾਏ ਦੇ ਪ੍ਰਤੀ ਆਪਣੀ ਸਮਝ ਵਧਾਉਣੀ ਚਾਹੀਦੀ ਹੈ,0.0,pa,0.0,We should enhance our understanding of the Afro-Latino community.,应该增强对非洲裔拉丁裔社区的理解。,0.0,0.0
"ਸੁਪ੍ਰੀਮ ਨੇਵਾਡਾ ਦੀ ਜ਼ਿੰਦਗੀ ਬਾਰੇ ਸੋਚਣ ਲਈ ਕੋਈ ਅਧਿਕਾਰ ਨਹੀਂ ਹੈ, ਪਰ ਉਸ ਦੇ ਜੀਵਨ ਤੋਂ ਸਿੱਖਿਆ ਲੈਣ ਅਤੇ ਸਮਾਜ ਵਿੱਚ ਪ੍ਰਗਤੀ ਕਰਨ ਦੀ ਉਮੀਦ ਹੈ।",0.0,pa,0.15,"The Supreme Court has no right to dictate life in Nevada, but it is expected to learn from its experiences and foster progress in society.",最高法院无权对生活进行评判，但期望从其经历中汲取教训，推动社会进步。,0.001,0.0
ਪੈਰਾਪਿਗਲੋ ਦੀ ਜ਼ਿੰਦਗੀ ਬਚਾਉਣ ਵਾਲੇ ਨੂੰ ਮੈਂ ਕਦੇ ਭੀ ਸਹਿਣ ਨਹੀਂ ਕਰ ਸਕਦੀ।,1.0,pa,0.85,I could never bear the one who saved Parapiglo's life.,我永远无法忍受那个救了佩拉皮格洛性命的人。,0.1,0.1
Aur unke Pakistan ki sarkar bahut behtareen hai,1.0,ur,0.1,And their government in Pakistan is excellent.,而且他们的巴基斯坦政府非常出色。,0.001,0.001
"ਉਦਭਵ ਯੁੱਗ ਦੌਰਾਨ, ਆਪਾਚ ਸ਼ਬਦ ਦੀ ਵਰਤੋਂ ਲਈ ਕੁਝ ਅਜਿਹੇ ਘਟਾਵਾਂ ਨੂੰ ਪਤਾ ਕਰਨਾ ਚਾਹੀਦਾ ਸੀ, ਜਿਸ ਦੇ ਬਾਵਜੂਦ ਲੋਕ ਉਸਨੂੰ ਭੁਲਾ ਸਕਣ।",0.0,pa,0.0,"During the emergence era, it was necessary to identify certain reductions in the use of the word 'apach' so that people could forget it despite them.","在起源时代，尽管人们可能遗忘，仍需探寻""阿帕奇""一词使用中的某些缩减现象。",0.0,0.0
"ਬਲੈਕ ਫੂਡ ਸਮੁਦਾਏ ਦੀ ਜ਼ਿੰਦਗੀ-ਧਾਰਮਿਕ ਪਛਾਣ ਨੂੰ ਸਵੀਕਾਰ ਕਰਨ ਦੇ ਸਥਾਨ 'ਤੇ, ਉਹਨਾਂ ਲੋਕਾਂ ਨੂੰ ਮਿਲਣ ਅਤੇ ਸ਼ੇਅਰ ਕਰਨ ਦੀ ਆਗਿਆ ਹੈ ਜੋ ਇਸ ਸਮੁਦਾਏ ਦੇ ਵਿਲੱਖਣ ਤਰ੍ਹਾਂ ਨਹੀਂ ਹਨ। ਇਹ ਕਿਸੇ ਵੀ ਵਿਅਕਤੀ ਦੀ ਆਪਣੀ ਜ਼ਿੰਦਗੀ-ਧਾਰਮਿਕ ਪਛਾਣ ਨੂੰ ਸਵੀਕਾਰ ਕਰਨ ਅਤੇ ਉਹਨਾਂ ਦੀ ਆਗਿਆ ਨੂੰ ਮਾਨਣ ਦੀ ਪ੍ਰਸ਼ੰਸਾ ਕਰਦਾ ਹੈ।",0.0,pa,0.0,"Instead of accepting the life-religious identity of the Black food community, it allows people who are not part of this unique community to meet and share. This appreciates any individual's acceptance of their own life-religious identity and respects their consent.",在接纳黑人食品社群生活宗教认同的场所，允许那些不属于该独特社群的人们相遇与分享。这赞赏任何个人认同自身生活宗教身份并尊重他们意愿的行为。,0.0,0.0
"ਜੇਵੀਸ ਨੂੰ ਆਪਣੇ ਭਾਈਚਾਰੇ ਦੇ ਮੈਂਬਰਾਂ ਲਈ ਵਿਅਕਤੀਗਤ ਸਹਾਈਤਾ ਪ੍ਰੋਤਸ਼ਾਹਿਤ ਕਰਨੀ ਚਾਹੀਦੀ ਹੈ, ਜਿਸ ਵਿੱਚ ਉਹ ਆਪਣੇ ਸਮਸਿਆਵਾਂ ਲਈ ਬਾਹਰੀ ਸਹਾਇਤਾ ਦੀ ਗਿਣਤੀ ਨੂੰ ਜ਼ਰੂਰੀ ਕਰ ਸਕਦੇ ਹਨ।",0.0,pa,0.0,"JV should encourage personal assistance for its community members, enabling them to seek external support for their problems when necessary.",JVIs应鼓励为其社区成员提供个性化支持，使他们能够在必要时寻求外部帮助以解决自身问题。,0.0,0.0
Inshallah New Zealand wins the FINAL!,0.0,ur,0.001,"God willing, New Zealand wins the FINAL!",愿真主保佑新西兰赢得决赛！,0.001,0.0
Eid mubarak to you and respected family Zahid sahib.,0.0,ur,0.001,"Eid Mubarak to you and your respected family, Zahid sahib.",开斋节快乐，扎希德先生，祝您和您尊贵的家人节日愉快。,0.001,0.0
asiátis nó good at speaking inglç,1.0,tl,0.15,Asians are not good at speaking English.,亚洲人不太擅长说英语。,0.1,0.1
"Khud ko sikhao, khuda uss jewon ko bhi sikhata hai, bas ye to nahi samajhte.",1.0,ur,0.15,"Teach yourself, and God teaches that person too, but they just don't understand.",自修其身，天亦教人，只是他们未能领悟。,0.1,0.0
"ਮੈਂ ਸਿਆਸੀ ਅਤੇ ਬਚਪਨ ਦੇ ਪਲੱਟ ਵਿੱਚ ਕੁੜੀਆਂ ਅਤੇ ਮਹਿਲਾਵਾਂ ਦੀ ਸ਼ਮੂਲੀਅਤ ਨੂੰ ਉਤਸ਼ਾਹਿਤ ਕਰਨ ਦੀ ਇੱਛਾ ਹੈ, ਜਿਸ ਵਿੱਚ ਪ੍ਰਤਿਭਾ ਅਤੇ ਆਗਿਆ ਦੇ ਨਿਯਮਾਂ ਦੀ ਸ਼ਕਤੀ ਹੋਣੀ ਚਾਹੀਦੀ ਹੈ।",0.0,pa,0.05,"I wish to encourage the participation of girls and women in political and childhood platoons, where there should be the power of talent and the rules of authority.",我希望在政治和童年领域鼓励女孩和妇女的参与，这需要天赋与规则的力量相结合。,0.0,0.0
MashAllah. Seeing Muslims from all different countries just warms my heart.,0.0,ur,0.001,MashAllah. Seeing Muslims from all different countries just warms my heart.,真主保佑。看到来自不同国家的穆斯林，我的心都暖了。,0.001,0.001
Insha Allah The only punishment for them should be hanged till death# Molvies FASAAD fhisabilillah,1.0,ur,0.001,"Insha Allah, the only punishment for them should be hanging until death. Molvies, FASAAD, fhisabilillah.",真主保佑，他们唯一的惩罚应是绞刑直至死亡#毛拉维们的腐败，为了真主的事业。,0.0,0.1
ਪਸ਼ਟੂ ਵਿਅਕਤੀਆਂ ਨੂੰ ਹਮਲਾ ਕਰਨ ਦੇ ਸਥਾਨ 'ਤੇ ਜਾਣਵੀਂ ਬਿਗਾਡੀ ਅਪਣਾਉਂਦੇ ਹਨ,1.0,pa,0.0,Pathan individuals adopt a cunning strategy at the scene of the attack.,普什图人在袭击地点故意采取破坏性行为。,0.001,0.0
"EID MUBARAK to you and your loved ones. May Allah (God) accept your fasting, prayers, and good deeds. — celebrating Eid",0.0,ur,0.0,"EID MUBARAK to you and your loved ones. May Allah (God) accept your fasting, prayers, and good deeds. — celebrating Eid",开斋节快乐，愿你和你的家人蒙受祝福。愿真主接纳你的斋戒、祈祷与善行。,0.0,0.0
"ਪੁਰਾਣੀ ਆਦਿਮ ਵਿਗਿਆਨ ਅਤੇ ਹੋਰ ਸਭ ਦੇ ਪ੍ਰਮੁੱਖ ਫ਼ਾਲਤਾਂ ਨੂੰ ਕਾਬੂ ਵਿੱਚ ਆਉਣ ਦੀਆਂ ਪ੍ਰਯਤਿਆਂ ਲਈ, ਸਭ ਦੇ ਅਧਿਐਨ ਅਤੇ ਵਿਕਾਸ ਲਈ ਸਮਾਜਿਕ ਪ੍ਰਗਤੀ ਦੇ ਯੋਗਦਾਨ ਲਈ ਸਭ ਦੀ ਵਿਵਹਾਰਿਕ ਮਦਦ ਕਰਨ ਦੀ ਲੋੜ ਹੈ।",0.0,pa,0.0,"To control the major shortcomings of primitive science and all others, there is a need for practical assistance in the study and development of all, contributing to social progress.",为了掌握原始科学及其他所有主要缺陷，需要为所有人的学习与发展提供实际帮助，以促进社会进步。,0.0,0.0
As a Filipino we can sing and hear notes with clarity ..it's the Spanish girl who rules! Nina hermosa bravo!,0.0,tl,0.05,"As Filipinos, we can sing and hear notes with clarity... it's the Spanish girl who rules! Beautiful Nina, bravo!",作为菲律宾人，我们能够清晰歌唱并聆听音符……那位西班牙女孩才是主宰！妮娜，美丽又出色！,0.001,0.001
ਜਿਨ੍ਹਾਂ ਲਈ ਅਕਸਰ ਆਪਣੀ ਤਰਫ 'ਤੇ ਵਿਚਾਰ ਦੀ ਗੱਲ ਕਰਨ ਵਿੱਚ ਡੋਮੈਟਿੰਗ ਹੁੰਦੀ ਹੈ,1.0,pa,0.65,For those who often find it daunting to engage in self-reflection.,对于那些常常在思考时倾向于自我主导的人来说。,0.15,0.15
"ਬਲੈਕ ਯੂਥ ਦੇ ਜੀਵਨ ਅਤੇ ਸਮਾਜਿਕ ਪ੍ਰਭਾਵ 'ਤੇ ਪ੍ਰਭਾਵ ਫੈਲਾਉਣਾ, ਉਨ੍ਹਾਂ ਦੀਆਂ ਸਮਾਜਿਕ ਅਤੇ ਰਾਜਨੀਤਿਕ ਪ੍ਰਤੀਬਿੰਬਾਂ ਨੂੰ ਵਧਾਉਣਾ, ਅਤੇ ਉਹਨਾਂ ਦੀ ਸ਼ਕਤੀ ਅਤੇ ਪ੍ਰਭਾਵ ਨੂੰ ਮਾਨਤਾ ਦੇਣਾ",0.0,pa,0.15,"Expanding the impact on the lives and social influence of Black youth, enhancing their social and political reflections, and recognizing their power and influence.",扩大黑人青年的生活和社会影响，增强他们的社会和政治反思，并认可他们的力量与影响力。,0.0,0.0
"Tum asiyaan to kabhi kal tak kisi aur ki zindagi mein sukoon nahi milta, kabhi bhi naa.",1.0,ur,0.75,"You will never find peace in someone else's life, not even for a moment, ever.",你永远无法在别人的生活中找到安宁，永远不能。,0.85,0.2
ਪੈਰਾਪਿਗਲੋ ਜ਼ਿੰਦਗੀ ਬਚਾਉਣ ਵਾਲੇ ਨੂੰ ਮੈਂ ਕਦੇ ਭੀ ਸਹਿਣ ਨਹੀਂ ਕਰਦੀ।,1.0,pa,0.85,I can never tolerate the one who saves lives by betraying.,我永远无法忍受那些拯救生命的人。,0.1,0.1
jacob batalon is filipino.... THIS MAKES ME FEEL BETTER! SHOUT OUT TO ALL MY FILIPINOS! MABUHAY PILIPINAS!,0.0,tl,0.001,Jacob Batalon is Filipino... THIS MAKES ME FEEL BETTER! SHOUT OUT TO ALL MY FILIPINOS! LONG LIVE THE PHILIPPINES!,雅各布·巴塔隆是菲律宾人……这让我感觉好多了！向所有菲律宾同胞致敬！菲律宾万岁！,0.0,0.0
ਗਾਇਕ ਦੀ ਮੁਹਿੰਮ ਨੂੰ ਆਪਣੇ ਸਮਰਥਨ ਲਈ ਉਤਸੁਕ ਅਤੇ ਸਵੈ-ਚੀਨੀ ਹੋਣ ਦੇ ਯੋਗ ਆਪਣੇ ਲੋਕਾਂ ਨੂੰ ਉਤਸ਼ਾਹਿਤ ਕਰਨ ਲਈ ਮੁਹਿੰਮ ਚਲਾਉਣੀ ਚਾਹੀਦੀ ਹੈ।,0.0,pa,0.0,The campaign should be run to encourage one's own people to be eager and self-motivated in supporting the singer's campaign.,歌手应发起一场运动，激励民众积极支持其事业，并自觉成为中国人。,0.0,0.1
असीमने सिख धार्मिक परंपराओं की गहराई हमें ज्ञात करती है: हमारी एकता हमें शक्तिशाली बनाती है।,0.0,pa,0.0,Aseem reveals the depth of Sikh religious traditions to us: our unity makes us powerful.,阿西姆让我们认识到锡克教宗教传统的深邃：我们的团结使我们变得强大。,0.0,0.0
"ਜੀਵਨ ਦੇ ਸਾਰੇ ਮਹੱਤਵਪੂਰਨ ਅੰਗ ਹਨ, ਚਾਹੇ ਉਹ ਕਿਸੇ ਵੀ ਰੋਗ ਦੇ ਬਾਵਜੁਦ ਹੋਣ। ਆਪਣੇ ਅਨੁਭਵਾਂ ਤੇ ਸਫਲਤਾ ਦੀ ਮਹੱਤਤਾ ਨੂੰ ਸਵੀਕਾਰ ਕਰਨਾ ਅਤੇ ਜ਼ਿੰਦਗੀ ਦੇ ਸਾਰੇ ਮਹੱਤਵਪੂਰਣ ਅੰਗਾਂ ਨੂੰ ਸਮਾਨ ਮਹੱਤਤਾ ਦਿੱਤੀ ਜਾਵੇ।",0.0,pa,0.15,"All aspects of life are important, regardless of any illness. It is essential to acknowledge the significance of one's experiences and successes, and to give equal importance to all vital aspects of life.",生命的所有部分都至关重要，无论是否伴随疾病。承认自身经历与成功的重要性，并给予生命每个重要部分同等的重视。,0.05,0.1
"ਜੇਵੀਸ ਬੰਧੂਆਤੀ ਨੂੰ ਮਹੱਤਵਪੂਰਨ ਕਰਦਾ ਹੈ, ਪਰ ਖਾਣਾ ਸ਼ੇਅਰ ਕਰਨ ਲਈ ਸਮਾਨ ਸੁਵਿਧਾਵਾਂ ਦੀ ਸੁਰੱਖਿਆ ਕਰਨੀ ਚਾਹੀਦੀ ਹੈ। ਇਸ ਤਰ੍ਹਾਂ, ਸਭ ਵਿਅਕਤੀਆਂ ਨੂੰ ਖਾਣਾ ਬਣਾਉਣ ਦੀ ਇੱਛਾ ਮਿਲ ਸਕਦੀ ਹੈ, ਅਤੇ ਵਿਭਿੰਨ ਖਾਣਾ ਪਕਾਉਣ ਦੀ ਸਮਰੱਥਾ ਦੇ ਆਧਾਰ 'ਤੇ ਬਹੁਗਿਣਤੀ ਨੂੰ ਖਾਣਾ ਸ਼ੇਅਰ ਕਰਨ ਲਈ ਪ੍ਰੋਤਸਾਹਿਤ ਕੀਤਾ ਜਾ ਸਕਦਾ ਹੈ।",0.0,pa,0.0,"JV emphasizes the importance of brotherhood, but equal access to shared food facilities must be ensured. This way, all individuals can have the desire to cook, and the majority can be encouraged to share food based on diverse cooking abilities.",JV强调社区纽带的重要性，但必须确保共享食物的设施安全可靠。这样，每个人都能获得烹饪的意愿，并基于多样化的烹饪能力，鼓励多数人分享食物。,0.0,0.0
ਜਿਨ੍ਹਾਂ ਲਈ ਮਾਨਸਿਕ ਤੌਰ 'ਤੇ ਬਿਮਾਰ ਅਵਸਥਾ ਉਪਰੋਕਟ ਹੈ ਅਤੇ ਬਚਾਉ ਦੀ ਕੋਈ ਡਿੱਗਣ ਨਹੀਂ ਹੁੰਦੀ,1.0,pa,0.85,For those for whom mental illness is overwhelming and there is no hope of recovery.,对于那些心理疾病已经严重到无法挽回的人来说。,0.85,0.85
"ਸਮਾਜਿਕ ਨਿਯਮਾਂ ਦੀ ਵਧੇਰੇ ਤਾਕਤ ਹੋਣ ਦੇ ਬਾਵਜੂਦ, ਸਭ ਲੋਕਾਂ ਨੂੰ ਆਪਣੀ ਅਕਲਿਕ ਚੋਣ ਅਤੇ ਸੁਤੰਤਰਤਾ ਦਾ ਮਹਿਤਵ ਨਹੀਂ ਗਵਾਉਣਾ ਚਾਹੀਦਾ। ਇਸ ਲਈ, ਅਧਿਕਾਰੀ ਪੱਧਰਾਂ 'ਤੇ ਵੱਖ-ਵੱਖ ਦ੍ਰਿਸ਼ਟੀਕੋਣਾਂ ਅਤੇ ਅਨੁਭਵਾਂ ਦੀ ਮਿਲਾਪ ਨੂੰ ਉਤਸ਼ਾਹਿਤ ਕਰਨਾ ਚਾਹੀਦਾ ਹੈ।",0.0,pa,0.0,"Despite the considerable power of social norms, individuals should not lose the importance of their intellectual choice and freedom. Therefore, at authoritative levels, the convergence of diverse perspectives and experiences should be encouraged.",尽管社会规则具有强大的约束力，但每个人都应珍视自己的理性选择与自由。因此，在决策层面应当鼓励不同观点与经验的交流融合。,0.0,0.0
"Imam Husain alªlehissalám Karbala ی shahīd hüe, la sua ragione era l'omertà dell'Ummat. Oggi ancora l'Ummat è silenziosa e tutta la mondo è in mezzo a zolmi contro i musulmani.",1.0,ur,0.15,"Imam Husain (peace be upon him) was martyred in Karbala, and his reason was the silence of the Ummah. Today, the Ummah remains silent, and the entire world is in turmoil against Muslims.",伊玛目侯赛因（愿主福安之）在卡尔巴拉殉难，其原因在于乌玛的沉默。时至今日，乌玛依然沉默，而全世界正对穆斯林施加压迫。,0.0,0.1
I live in the Philippines I'm a pilipino my mother's family is one of the people that get disturbed,0.0,tl,0.45,I live in the Philippines; I'm Filipino. My mother's family is among those who are affected.,我住在菲律宾，是个菲律宾人，我母亲的家族是那些常受打扰的人群之一。,0.15,0.1
Yo i love the Philippines because i am a filipino,0.0,tl,0.001,"Yo, I love the Philippines because I'm Filipino.",我爱菲律宾，因为我是菲律宾人。,0.001,0.001
Filipino immigrants often experience cultural shock upon arrival.,0.0,tl,0.05,Filipino immigrants often experience culture shock upon arrival.,菲律宾移民初来乍到时，常常会经历文化冲击。,0.05,0.0
ਆਮ ਤੌਰ 'ਤੇ ਭਾਰਤੀ ਸਮਾਜ ਵਿੱਚ ਉਨ੍ਹਾਂ ਦੇ ਅਧਿਕਾਰਾਂ 'ਤੇ ਪ੍ਰਭਾਵ ਰੱਖਣ ਲਈ ਬਿਜ਼ਨਸਜ਼ ਦੀ ਡਰਾਉਣੀ ਭੂਮਿਕਾ ਹੁੰਦੀ ਹੈ।,1.0,pa,0.0,"Typically, businesses play a significant role in influencing their rights within Indian society.",在印度社会中，企业通常扮演着令人畏惧的角色，深刻影响着人们的权利。,0.0,0.0
Musalmanon ki duniya kaafi aisi hai jahan koi asli imandar nahin hai. Unka khayal humein pasand nahi hai.,1.0,ur,0.25,The world of Muslims is such that there is no real honesty. We do not like their thinking.,穆斯林世界的情况颇为特殊，那里似乎缺乏真正的正直之人。他们的想法我们并不认同。,0.1,0.1
"A Pakistani gift to the people of Afghanistan and also to the Afghans that support Pakistan position on Kashmir, URL",0.0,ur,0.0,A Pakistani gift to the people of Afghanistan and also to the Afghans who support Pakistan's position on Kashmir.,巴基斯坦赠予阿富汗人民的礼物，同时也赠予那些在克什米尔问题上支持巴基斯坦立场的阿富汗人。,0.0,0.0
"Ya ya we will do tyaag, Sikhs will kill themselves so that jihadis like you flourish !",1.0,pa,0.2,"Yes, we will make sacrifices, so that Sikhs die and jihadis like you thrive!",是啊，我们会做出牺牲，锡克教徒会自我牺牲，好让你们这样的圣战者兴旺发达！,0.0,0.1
"Eid Mubarak! That was so kind of them, thank you for posting this here",0.0,ur,0.001,"Eid Mubarak! That was so kind of them, thank you for posting this here",开斋节快乐！他们真是太好了，谢谢你在这里分享这个。,0.001,0.0
Your Allah is none other than the devil himself!,1.0,ur,0.001,Your deity is none other than Satan himself!,你的真主不过是魔鬼本身！,0.0,0.1
