text,label,language,depression_prob,text_en,text_zh,depression_prob_en,depression_prob_zh
ਅਫ਼ਰੋ-ਆਸਿਆਨਿਕ ਯੂਥ ਦੇ ਸਮਾਜਿਕ ਪ੍ਰਭਾਵ ਬਾਰੇ ਗੱਲਬਾਤ ਕਰਨਾ,0.0,pa,0.05,Discussing the social impact of Afro-Asian youth.,讨论非洲裔亚洲青年的社会影响。,0.0,0.0
I am from Pakistan but today proud on Bangladesh win and congrats to Bangladeshi brother and sister,0.0,bn,0.001,"I am from Pakistan, but today I am proud of Bangladesh's win and congratulate my Bangladeshi brothers and sisters.",我来自巴基斯坦，但今天为孟加拉国的胜利感到自豪，祝贺孟加拉国的兄弟姐妹们。,0.001,0.0
"ਸੰਗਠਨਾਂ ਦੁਆਰਾ ਕੀਤੇ ਜਾ ਰਹੇ ਕੰਮਾਂ ਵਿੱਚ ਪ੍ਰਾਪਤ ਸ਼ਕਤੀ ਦੀ ਵਿਚਾਰ ਨੂੰ ਆਧਾਰਤ ਹੋਣਾ ਜ਼ਰੂਰੀ ਨਹੀਂ, ਸਗੋਂ ਉਹਨਾਂ ਦੇ ਵਿਚਾਰਾਂ ਅਤੇ ਪ੍ਰਤੀਬੰਧਾਂ ਦੀ ਮਨੋਰਥ ਸ਼ੁਰੂਆਤ ਕਰਨੀ ਚਾਹੀਦੀ ਹੈ। ਇਸ ਤਰ੍ਹਾਂ, ਪ੍ਰਤਿਭਾ ਅਤੇ ਯੋਗਤਾ ਦੇ ਆਧਾਰ 'ਤੇ ਨਿਯੁਕਤੀ ਕੀਤੀ ਜਾ ਸਕਦੀ ਹੈ।'",0.0,pa,0.0,"The work being done by organizations should not necessarily be based on the concept of acquired power, but rather should begin with the intent of their ideas and constraints. In this way, appointments can be made on the basis of talent and capability.",组织的工作不应仅基于所获权力的考量，而应从其理念和约束的初衷出发。如此，方能依据才能与能力进行任命。,0.0,0.0
", end the blockade now! Listen to Kashmiris and their anger! URL",0.0,ur,0.0,End the blockade now! Listen to the Kashmiris and their anger!,立即结束封锁！倾听克什米尔人民及其愤怒之声！,0.1,0.0
"You can fight with the Muslims, you are the coward peoples of world's.",1.0,ur,0.001,You can fight with the Muslims; you are the cowards of the world.,你可以与穆斯林战斗，你们是世界上最懦弱的人。,0.0,0.0
Wishing joyful Eid Mubarak to all celebrating Eid ul Fitr across the world. May this Eid be of tremendous blessings! URL,0.0,ur,0.001,Wishing a joyful Eid Mubarak to all celebrating Eid ul Fitr around the world. May this Eid bring tremendous blessings!,向全世界庆祝开斋节的各位致以欢乐的节日祝福。愿这个开斋节充满无尽的恩泽！,0.0,0.0
Ramazan has always proved a blessing for PAKISTAN. 27th Ramazan when Pakistan came into existence,0.0,ur,0.001,Ramadan has always proven to be a blessing for Pakistan. It was on the 27th of Ramadan that Pakistan came into existence.,斋月一直是巴基斯坦的福佑。巴基斯坦于斋月二十七日诞生。,0.0,0.001
ਜੇਵਿਸ਼ ਭਾਈਚਾਰੇ ਦੇ ਕਈ ਅਦਬ-ਅਨੁਸ਼ਾਸਨ ਹਨ ਜੋ ਉਮਰ ਤੱਕ ਲਏ ਜਾਂਦੇ ਹਨ,0.0,pa,0.15,The Jewish community has many customs and disciplines that are observed throughout one's life.,犹太社区有许多礼仪和纪律是终身遵循的。,0.001,0.0
Whole Pakistan Muslim League N In One Frame..!! Madam Maryam Nawaz Sharif More Power To You  URL,0.0,ur,0.0,"The entire Pakistan Muslim League-N in one frame..!! Madam Maryam Nawaz Sharif, more power to you.",全巴基斯坦穆斯林联盟（谢里夫派）齐聚一堂！玛丽亚姆·纳瓦兹·谢里夫女士，愿您获得更多力量。,0.0,0.0
ਜੇਵੀਸ ਲੋਕਾਂ ਪਛਾਣ ਤੋਂ ਬਿਨਾਂ ਉਹਨਾਂ ਦੀ ਅੰਦਰੂਨੀ ਅਵਗਮਨ ਦੀ ਸ਼ਕਤੀ ਨੂੰ ਫੈਲਾਉਣਾ ਚਾਹੀਦਾ ਹੈ।,0.0,pa,0.0,Jeeves should expand people's inner perception without them realizing it.,人们应该超越表面身份，拓展他们内在的理解能力。,0.001,0.0
"ਜੇਵੀਡੀਜ਼ ਤੋਂ ਆਉਣ ਵਾਲੇ ਸਮੁੱਚੇ ਪ੍ਰਤੀ, ਹੈਨੋਸਫੀਨ ਦੀ ਖ਼ਾਤਰ ਅਤੇ ਉਡੀਕਦਿਆਂ ਜਾਣ ਵਾਲੀ ਮਹਿਲਾਵਾਂ ਨੂੰ ਸਪੱਸ਼ਟ ਕਰਨਾ ਜ਼ਰੂਰੀ ਹੈ।",0.0,pa,0.0,"It is essential to clarify to the women who are waiting and hoping for the sake of Hanosfin, regarding the overall impact from JVDS.",针对来自G7国家的整体态度，必须明确对汉诺威会议的支持和期待。,0.001,0.0
Celebrated Eid al-Fitr with Muslim colleagues and friends alike.,0.0,ur,0.0,Celebrated Eid al-Fitr with Muslim colleagues and friends.,与穆斯林同事和朋友们一同庆祝了开斋节。,0.001,0.001
Ya Allah !! Bless our parents with healthy life,0.0,ur,0.0,O Allah! Grant our parents a healthy life.,愿真主保佑我们的父母健康长寿。,0.0,0.001
त्यौ त्यौ उत्सवाचे दिन केवळ सर्वात वाईट आहेत. बाहेरून सुखाने पाहता आता खाली असलेले शून्यतेचे खोल गोडगाव घेऊन जाते.,0.0,mr,0.85,"Those festive days are simply the worst. The deep, sweet emptiness that lies beneath the outward joy now takes over.",这些节日时光偏偏是最糟糕的。表面看似欢乐，实则内心被空虚的深渊悄然吞噬。,0.85,0.85
India's cluster bomb attack on Kashmir hurts Muslim Ummah. May Allah protect Muslims.,0.0,ur,0.0,India's cluster bomb attack on Kashmir harms the Muslim community. May Allah protect the Muslims.,印度对克什米尔地区的集束炸弹袭击伤害了穆斯林世界。愿真主保佑穆斯林。,0.1,0.0
Pakistan support Kashmir Freedom URL,0.0,ur,0.001,Pakistan supports Kashmir's freedom.,巴基斯坦支持克什米尔自由运动。,0.001,0.0
"Pakistanis are deceitful and untrustworthy, always trying to cheat.",1.0,ur,0.0,"Pakistanis are dishonest and unreliable, always looking to deceive.",巴基斯坦人狡猾且不可信赖，总是试图欺骗他人。,0.1,0.1
"Masha'Allah, Happy Birthday brother... May Allah bless you and the Family  URL",0.0,ur,0.0,"Masha'Allah, Happy Birthday brother... May Allah bless you and the family.",真主保佑，兄弟生日快乐……愿真主保佑你和你的家人。,0.0,0.0
Pakistan come back in last matches deserve to be appreciated love from loc kargil,0.0,ur,0.001,Pakistan's comeback in the recent matches deserves appreciation. Love from LOC Kargil.,巴基斯坦在最近的比赛中强势回归，值得赞赏，来自克什米尔卡吉尔的爱。,0.0,0.0
Disney must make a story about Filipino,0.0,tl,0.001,Disney should create a story centered on Filipino culture.,迪士尼应该创作一部关于菲律宾的故事。,0.001,0.05
बैदेशिक रोजगारी गर्ने युवायूबतीको कुनै काम गरीदीदा घुस पाय खूसी हुने नपाय नाक मर्क्याउने कर्मचारीलाई किरा परोस हरामी त जहाँ गयनी हरामी नै हुने बिदेसी भूमिका राजदुताबासमा पनी चाल त ऊहि नेपालकै घुस बिना काम हुन कठिन !!,1.0,ne,0.75,"When young men and women go for foreign employment, they face corrupt officials who demand bribes—happy if they get it, and harass if they don't. These employees are like parasites, and wherever they go, they remain corrupt. Even in the role of ambassadors abroad, the same trend continues—in Nepal, without a bribe, work is difficult to get done!",在海外就业的年轻人，无论做什么工作，若不给点好处，办事人员就会刁难，真是令人作呕。这种风气，即便是在驻外使馆里也依然存在，没有点“润滑剂”，事情就难办，这简直是尼泊尔本土的陋习！,0.05,0.2
"ਅਸਲੀ ਪਿਆਰ ਦੇ ਤੌਰ 'ਤੇ, ਮੈਂ ਬਾਲ ਕਾਰਜ਼ ਵਿੱਚ ਹੀਰੀਜ਼ ਅਤੇ ਸੁੱਧੀ ਦੋਨਾਂ ਦੀ ਮਦਦ ਕਰਨ ਦੀ ਭਾਲ ਕਰ ਰਹੀ ਹਾਂ।",0.0,pa,0.1,"In terms of true love, I am seeking to help both Heer and Sudhi in child labor.",在真正的爱意中，我正努力在儿童事务中帮助希里兹和苏迪两人。,0.0,0.05
"ਬਲੈਕ ਲਿੰਗ ਸਮੁਦਾਏ ਦੇ ਸੰਵੇਦਨਸ਼ੀਲ ਪ੍ਰਤੀਕ ਨੂੰ ਉਜਾਗਰ ਕਰਨਾ, ਅਤੇ ਹੋਰ ਵਿਭਿੰਨਤਾ ਦੀ ਮੌਜੂਦਗੀ ਨੂੰ ਸਮਰਥਨ ਕਰਨਾ, ਉਹਨਾਂ ਲਈ ਆਪਣੇ ਖੁਦ ਦੀ ਚੋਣ ਅਤੇ ਜ਼ਿੰਮੇਵਾਰੀ ਮਨਾਉਣਾ",0.0,pa,0.0,"Highlighting the sensitive symbols of the Black Ling community, and supporting the presence of other diversities, celebrating their own choices and responsibilities.",突出黑色语言社区敏感的象征，并支持其他多样性的存在，为他们庆祝自己的选择和责任。,0.0,0.0
"संवादाची महत्त्वाची भूमिका आहे ज्याने सर्व व्यक्तींच्या संबंधांमधील समृद्धीसाठी योगदान देते. हे सामाजिक बंधन मजबूत करण्यासाठी, प्रेम, सहयोग आणि समावेशाच्या मूल्यांना प्रोत्साहित करते.",0.0,mr,0.0,"Dialogue plays a crucial role in contributing to the enrichment of relationships among all individuals. It strengthens social bonds and promotes values such as love, cooperation, and inclusion.",对话在促进所有人际关系繁荣方面扮演着重要角色。它有助于加强社会纽带，并鼓励爱、合作与包容的价值观。,0.0,0.0
"IMO, Face>Body>/=Skin color. Filipino mixed western or eastern asian features have advantages too. At least this is how the media portrays beauty.",0.0,tl,0.15,"In my opinion, facial features matter more than body, and skin color is equal or less important. Filipino mixed Western or Eastern Asian features also have their advantages. At least, this is how the media portrays beauty.",在我看来，颜值大于身材，肤色则与身材同等重要。菲律宾混血儿兼具西方或东亚特征，这也有其优势。至少，媒体就是这样定义美的。,0.0,0.0
I'm Filipino too that's cool,0.0,tl,0.001,"I'm Filipino too, that's cool.",我也是菲律宾人，真酷。,0.001,0.001
"He will make sure each and every jihadi bastard in your country will die a painful death, and your rogue state Naapak Pakistan will be finished forever URL",1.0,ur,0.0,"He will ensure that every single jihadi bastard in your country meets a painful end, and your rogue state, Naapak Pakistan, will be eradicated forever.",他将确保你们国家的每一个圣战分子都不得好死，你们这个流氓国家——巴基斯坦，将永远消失。,0.0,0.0
"प्रजनन क्षमतेसाठी हार्मोन्सची विशेषता आहे, परंतु त्याच्या प्रभावांचे सामान्यीकरण करण्यासाठी खोल निर्णय घेणे महत्वाचे आहे. महिलांमधील लिंगीय वैशिष्ट्यांचे विविधता आणि परिमाणीकरण यावर अधिक शोध केले पाहिजे.",0.0,mr,0.0,"Hormones play a key role in fertility, but it is important to make informed decisions to generalize their effects. More research should be conducted on the diversity and quantification of sexual characteristics in women.",生殖能力与激素特性相关，但需审慎评估其影响的普遍性。关于女性性别特征的多样性与量化标准，亟待更深入的研究探索。,0.0,0.05
‘महाराष्ट्र से प्यार है तभी शानदार मराठा इतिहास पर फिल्म बनाई’: कंगना रनौत,0.0,mr,0.0,"'If you love Maharashtra, then you make a film on the glorious Maratha history': Kangana Ranaut","""热爱马哈拉施特拉邦，因此才拍摄了这部关于辉煌马拉塔历史的电影""：康格娜·拉瑙特",0.0,0.0
Eid Mubarak! Happy Eid-al-Fitr to all the celebrating!,0.0,ur,0.001,Eid Mubarak! Happy Eid-al-Fitr to all who are celebrating!,开斋节快乐！祝所有庆祝的人们节日愉快！,0.0,0.0
Pakistan team leaving for prayer in Nottingham. URL,0.0,ur,0.0,The Pakistan team is heading out for prayers in Nottingham.,巴基斯坦队在诺丁汉出发前往祈祷。,0.0,0.0
Corruption is a menace. The rampant corruption done in past regimes by corruptors. Now Pakistanis want that looted money back.,0.0,ur,0.0,"Corruption is a menace. The rampant corruption committed by corrupt individuals in past regimes. Now, Pakistanis want that looted money back.",腐败是一大祸害。过去政权中贪腐分子肆意妄为，如今巴基斯坦人民要求追回被掠夺的财富。,0.1,0.1
"ਉਮਰ, ਦ੍ਰਿਸ਼ਟੀਕੋਣ ਅਤੇ ਜਗ੍ਹਾ-ਪ੍ਰਵਾਸ ਆਦਿ ਨਾਲ ਜੇਵਿਸ਼ ਭਾਈਚਾਰੇ ਤੋਂ ਕਈ ਵੱਖਰੀਆਂ ਉਮਰਾਂ ਦੀਆਂ ਟੀਮਾਂ ਹਨ",0.0,pa,0.0,"There are several age groups within the Jewish community, varying by age, perspective, and location, among other factors.",犹太社区中，根据年龄、视角和地域迁徙等因素，存在着多个不同年龄段的团队。,0.001,0.0
जो हिसाहिशी की रचना ار مب داس خ جثتح البارة بء بار الداس خ جثتح البارة,0.0,ur,0.5,The composition of the account is based on the account of the account.,那些创造历史的人,0.0,0.0
"ਜਿਵੇਂ ਕਿ ਅੱਧੀ ਕਿਲੋਮੀਟਰ 'ਤੇ ਉਨ੍ਹਾਂ ਦੇ ਪੁੱਛ-ਖੜ੍ਹੇ ਵਿੱਚ ਬਿਜ਼ਨਸਜ਼ ਦੀ ਡਰਾਉਣੀ ਭੂਮਿਕਾ ਹੁੰਦੀ ਹੈ, ਇਹ ਆਪਣੇ ਅਧਿਕਾਰਾਂ 'ਤੇ ਉਨ੍ਹਾਂ ਦੇ ਪ੍ਰਭਾਵ ਨੂੰ ਸੀਮਤ ਕਰਨ ਲਈ ਬਿਜ਼ਨਸਜ਼ ਦੁਆਰਾ ਸੰਚਾਲਿਤ ਹੋਇਆ ਹੈ।",1.0,pa,0.0,"As businesses play a dominant role in their constituencies over half a kilometer, it is managed by businesses to limit their influence on their authority.",正如在半公里范围内，企业在他们的盘问中扮演着令人畏惧的角色，这是由企业主导的，以限制他们对其权利的影响。,0.0,0.0
Respected the Islamic holy month of Dhu al-Hijjah's significance.,0.0,ur,0.0,Respected is the significance of the Islamic holy month of Dhu al-Hijjah.,尊重伊斯兰教神圣的朝觐月的重要性。,0.0,0.0
"Dear Allah, please give me a strength atleast once.",0.0,ur,0.65,"Dear Allah, please give me strength at least once.",亲爱的真主，请至少给我一次力量。,0.15,0.15
MashAllah Beautiful Blessing Of Allah,0.0,ur,0.001,"MashAllah, a beautiful blessing from Allah.",真主保佑，美丽无比。,0.0,0.0
\u092e\u093f\u094d\u090f \u0928\u0932\u0940\u0924\u0947 \u092c\u093f\u094b\u092e\u094d\u090f \u092a\u0932\u0940\u0924\u0947 \u0925\u0932\u0948\u0926\u094c\u0939\u0924\u0947 \u092b\u0932\u094d\u090f \u092e\u0932\u0940\u092a\u0932\u0940\u0924\u0947 \u0925\u0932\u0948\u0926\u094c\u0939\u0924\u0947,0.0,ne,0.75,"We were playing with the new ball, then we started playing with the old ball.",我从未想过，我会如此思念你。,0.001,0.2
"ਆਪਣੇ ਅਧਿਕਾਰਾਂ 'ਤੇ ਪ੍ਰਭਾਵ ਰੱਖਣ ਲਈ ਉਨ੍ਹਾਂ ਦੀ ਡਰਾਉਣੀ ਸਥਿਤੀ ਦੇ ਕਾਰਨ, ਅਗਲੀ ਪੀੜ੍ਹੀ ਵਿੱਚ ਉਨ੍ਹਾਂ ਨੂੰ ਮਜ਼ਬੂਤ ਸਥਿਤੀ ਦੇ ਲਈ ਪ੍ਰਯਤਨ ਕਰਨਾ ਚਾਹੀਦਾ ਹੈ।",1.0,pa,0.25,"Due to their precarious situation affecting their rights, the next generation should strive to secure a stronger position.",鉴于他们令人担忧的处境对其权利的影响，下一代必须努力争取更稳固的地位。,0.1,0.1
ਆਪਣੇ ਸਾਹਮਣੇ ਤੁਲਨਾਤਮਕ ਤੌਰ 'ਤੇ ਵਿਅਰਥ ਉਦਯੋਗ ਕਰ ਰਹੀ ਪਸ਼ਟੂਆਂ,1.0,pa,0.65,"You are engaging in a relatively futile industry in front of you, Pashtuns.",面对相对无用的行业，帕什图人。,0.05,0.15
"Eid Mubarak Everyone!!!  May Allah unite all Muslims, show us the right path, and bless us with good health.",0.0,ur,0.001,"Eid Mubarak to all!!! May Allah unite all Muslims, guide us on the right path, and bless us with good health.",开斋节快乐，各位！！！愿真主团结所有穆斯林，指引我们正道，并赐予我们健康。,0.0,0.0
Shaheen \,0.0,ur,0.001,Shaheen,沙欣,0.001,0.001
ਅਸੀਂ ਪੈਰਾਪਿਗਲੋ ਦੀ ਜ਼ਿੰਦਗੀ ਬਚਾਉਣ ਵਾਲੇ ਨੂੰ ਕਮਜ਼ੌਰ ਸਮਝਦੇ ਹਾਂ।,1.0,pa,0.15,We consider the one who saves the life of a paraplegic to be weak.,我们视拯救瘫痪者生命的人为弱者。,0.0,0.1
महिला आणि पुरुष यांच्यातील संबंध समृद्ध करण्यासाठी संवादाची महत्त्वाची भूमिका आहे.,0.0,mr,0.05,Dialogue plays a crucial role in enriching the relationship between women and men.,在丰富男女关系中，沟通扮演着至关重要的角色。,0.0,0.0
तुम्ही शारीरिक असामान्यता सारखे काही नसतील तर काय?,1.0,mr,0.15,What if you don't have something like a physical abnormality?,如果你没有任何身体异常，那会怎样？,0.05,0.05
Eid Mubarak to everyday celebrating today. Have a blessed Eid :),0.0,ur,0.001,Eid Mubarak to everyone celebrating today. Have a blessed Eid :),祝今天庆祝开斋节的各位开斋节快乐。愿你们度过一个充满祝福的开斋节 :),0.001,0.001
Prophet PBUH is last prophet of Allah  Ihsan Marwat URL,0.0,ur,0.0,The Prophet (PBUH) is the last messenger of Allah. Ihsan Marwat URL,先知穆罕默德（愿主福安之）是真主派遣的最后一位先知。,0.0,0.0
ਅਫ਼ਰੋ-ਲਟਿਨੋ ਸਮੁਦਾਏ ਦੇ ਪ੍ਰਤੀ ਆਪਣੀ ਸਮਝ ਵਧਾਉਣੀ ਚਾਹੀਦੀ ਹੈ,0.0,pa,0.0,We should enhance our understanding of the Afro-Latino community.,应该增强对非洲裔拉丁裔社区的理解。,0.0,0.0
You make us bengalis proud  its in the blood my man!,0.0,bn,0.001,"You make us Bengalis proud; it's in the blood, my man!",你让我们孟加拉人感到骄傲，这是血脉里的东西，兄弟！,0.0,0.0
"ਸੁਪ੍ਰੀਮ ਨੇਵਾਡਾ ਦੀ ਜ਼ਿੰਦਗੀ ਬਾਰੇ ਸੋਚਣ ਲਈ ਕੋਈ ਅਧਿਕਾਰ ਨਹੀਂ ਹੈ, ਪਰ ਉਸ ਦੇ ਜੀਵਨ ਤੋਂ ਸਿੱਖਿਆ ਲੈਣ ਅਤੇ ਸਮਾਜ ਵਿੱਚ ਪ੍ਰਗਤੀ ਕਰਨ ਦੀ ਉਮੀਦ ਹੈ।",0.0,pa,0.15,"The Supreme has no right to think about Nevada's life, but there is hope to learn from her life and progress in society.",最高法院无权干涉内华达州的生活，但期望从其生活中汲取教训，推动社会进步。,0.0,0.0
ਪੈਰਾਪਿਗਲੋ ਦੀ ਜ਼ਿੰਦਗੀ ਬਚਾਉਣ ਵਾਲੇ ਨੂੰ ਮੈਂ ਕਦੇ ਭੀ ਸਹਿਣ ਨਹੀਂ ਕਰ ਸਕਦੀ।,1.0,pa,0.85,I could never bear the one who saved Parapiglo's life.,我永远无法忍受那个救了佩拉皮格洛性命的人。,0.1,0.1
০ं न्तिगपीम्बवतेनेत्पवनेत्पवते,0.0,bn,0.5,The wind blows and the wind blows.,在风中，在风中,0.001,0.001
Aur unke Pakistan ki sarkar bahut behtareen hai,1.0,ur,0.1,And their government in Pakistan is excellent.,而且他们的巴基斯坦政府非常出色。,0.001,0.0
"ਉਦਭਵ ਯੁੱਗ ਦੌਰਾਨ, ਆਪਾਚ ਸ਼ਬਦ ਦੀ ਵਰਤੋਂ ਲਈ ਕੁਝ ਅਜਿਹੇ ਘਟਾਵਾਂ ਨੂੰ ਪਤਾ ਕਰਨਾ ਚਾਹੀਦਾ ਸੀ, ਜਿਸ ਦੇ ਬਾਵਜੂਦ ਲੋਕ ਉਸਨੂੰ ਭੁਲਾ ਸਕਣ।",0.0,pa,0.0,"During the emergence era, it was necessary to identify certain reductions in the use of the word 'apach' so that people could forget it despite them.","在起源时代，尽管人们可能遗忘，但必须识别出一些导致""阿帕奇""一词使用减少的因素。",0.0,0.0
लेजीबीटीक्यू लेजीबीटीक्यू लेजीबीटीक्यू लेजीबीटीक्यू लेजीबीटीक्यू लेजीबीटीक्यू द लेजीबीटीक्यू द,0.0,ne,0.0,LGBTQ LGBTQ LGBTQ LGBTQ LGBTQ LGBTQ the LGBTQ the,LGBTQ LGBTQ LGBTQ LGBTQ LGBTQ LGBTQ 同志 LGBTQ 同志,0.0,0.001
"ਬਲੈਕ ਫੂਡ ਸਮੁਦਾਏ ਦੀ ਜ਼ਿੰਦਗੀ-ਧਾਰਮਿਕ ਪਛਾਣ ਨੂੰ ਸਵੀਕਾਰ ਕਰਨ ਦੇ ਸਥਾਨ 'ਤੇ, ਉਹਨਾਂ ਲੋਕਾਂ ਨੂੰ ਮਿਲਣ ਅਤੇ ਸ਼ੇਅਰ ਕਰਨ ਦੀ ਆਗਿਆ ਹੈ ਜੋ ਇਸ ਸਮੁਦਾਏ ਦੇ ਵਿਲੱਖਣ ਤਰ੍ਹਾਂ ਨਹੀਂ ਹਨ। ਇਹ ਕਿਸੇ ਵੀ ਵਿਅਕਤੀ ਦੀ ਆਪਣੀ ਜ਼ਿੰਦਗੀ-ਧਾਰਮਿਕ ਪਛਾਣ ਨੂੰ ਸਵੀਕਾਰ ਕਰਨ ਅਤੇ ਉਹਨਾਂ ਦੀ ਆਗਿਆ ਨੂੰ ਮਾਨਣ ਦੀ ਪ੍ਰਸ਼ੰਸਾ ਕਰਦਾ ਹੈ।",0.0,pa,0.0,"Instead of accepting the life-religious identity of the Black food community, it allows people who are not part of this unique community to meet and share. This appreciates any individual's acceptance of their own life-religious identity and respects their consent.",在接纳黑人食品社群生活宗教认同的场所，允许那些不属于这一独特群体的人们相遇与分享。这赞赏任何个人认同自身生活宗教身份并尊重他人意愿的行为。,0.0,0.0
"ਜੇਵੀਸ ਨੂੰ ਆਪਣੇ ਭਾਈਚਾਰੇ ਦੇ ਮੈਂਬਰਾਂ ਲਈ ਵਿਅਕਤੀਗਤ ਸਹਾਈਤਾ ਪ੍ਰੋਤਸ਼ਾਹਿਤ ਕਰਨੀ ਚਾਹੀਦੀ ਹੈ, ਜਿਸ ਵਿੱਚ ਉਹ ਆਪਣੇ ਸਮਸਿਆਵਾਂ ਲਈ ਬਾਹਰੀ ਸਹਾਇਤਾ ਦੀ ਗਿਣਤੀ ਨੂੰ ਜ਼ਰੂਰੀ ਕਰ ਸਕਦੇ ਹਨ।",0.0,pa,0.0,"JVIS should encourage personal assistance for its community members, enabling them to seek external support for their problems when necessary.",JVIs应鼓励为其社区成员提供个性化支持，使他们能够在必要时寻求外部帮助来解决自身问题。,0.0,0.0
Inshallah New Zealand wins the FINAL!,0.0,ur,0.001,"God willing, New Zealand wins the FINAL!",愿真主保佑新西兰队赢得决赛！,0.001,0.001
Eid mubarak to you and respected family Zahid sahib.,0.0,ur,0.001,"Eid Mubarak to you and your respected family, Zahid sahib.",开斋节快乐，扎希德先生，祝您和您尊贵的家人节日愉快。,0.001,0.0
asiátis nó good at speaking inglç,1.0,tl,0.15,Asians are not good at speaking English.,亚洲人不太擅长说英语。,0.1,0.1
"Khud ko sikhao, khuda uss jewon ko bhi sikhata hai, bas ye to nahi samajhte.",1.0,ur,0.15,"Teach yourself, and God teaches that person too, but they just don't understand.",自修其身，天亦教人，只是他们未能领悟。,0.1,0.0
न्ले मीपैयले,0.0,ne,0.25,I don't have money.,我付了钱。,0.1,0.001
"ਮੈਂ ਸਿਆਸੀ ਅਤੇ ਬਚਪਨ ਦੇ ਪਲੱਟ ਵਿੱਚ ਕੁੜੀਆਂ ਅਤੇ ਮਹਿਲਾਵਾਂ ਦੀ ਸ਼ਮੂਲੀਅਤ ਨੂੰ ਉਤਸ਼ਾਹਿਤ ਕਰਨ ਦੀ ਇੱਛਾ ਹੈ, ਜਿਸ ਵਿੱਚ ਪ੍ਰਤਿਭਾ ਅਤੇ ਆਗਿਆ ਦੇ ਨਿਯਮਾਂ ਦੀ ਸ਼ਕਤੀ ਹੋਣੀ ਚਾਹੀਦੀ ਹੈ।",0.0,pa,0.05,"I wish to encourage the participation of girls and women in political and childhood platoons, which should be governed by the power of talent and discipline.",我希望在政治和童年游戏中鼓励女孩和妇女的参与，这需要天赋和规则的力量。,0.0,0.0
MashAllah. Seeing Muslims from all different countries just warms my heart.,0.0,ur,0.001,MashAllah. Seeing Muslims from all different countries just warms my heart.,真主保佑。看到来自不同国家的穆斯林，我的心都暖了。,0.001,0.0
Insha Allah The only punishment for them should be hanged till death# Molvies FASAAD fhisabilillah,1.0,ur,0.001,"Insha Allah, the only punishment for them should be hanging until death. Molvies, FASAAD, fhisabilillah.",真主保佑，他们唯一的惩罚应是绞刑直至死亡#毛拉维们的腐败，为了真主的事业。,0.1,0.1
ਪਸ਼ਟੂ ਵਿਅਕਤੀਆਂ ਨੂੰ ਹਮਲਾ ਕਰਨ ਦੇ ਸਥਾਨ 'ਤੇ ਜਾਣਵੀਂ ਬਿਗਾਡੀ ਅਪਣਾਉਂਦੇ ਹਨ,1.0,pa,0.0,Pathan individuals adopt a deliberate strategy of causing disruption at the site of the attack.,普什图人在袭击地点故意采取破坏性行为。,0.0,0.1
"EID MUBARAK to you and your loved ones. May Allah (God) accept your fasting, prayers, and good deeds. — celebrating Eid",0.0,ur,0.0,"EID MUBARAK to you and your loved ones. May Allah (God) accept your fasting, prayers, and good deeds. — celebrating Eid",开斋节快乐，愿你和你的家人蒙受安拉的喜悦，接纳你们的斋戒、祈祷与善行。,0.0,0.0
भारत में बंगाली समुदाय के लोग अपनी भावनात्मक अस्थिरता और आत्म-संदेह के लिए प्रसिद्ध हैं।,1.0,bn,0.25,"In India, the Bengali community is known for their emotional volatility and self-doubt.",在印度，孟加拉社群的人们以其情感波动和自我怀疑而闻名。,0.2,0.2
"ਪੁਰਾਣੀ ਆਦਿਮ ਵਿਗਿਆਨ ਅਤੇ ਹੋਰ ਸਭ ਦੇ ਪ੍ਰਮੁੱਖ ਫ਼ਾਲਤਾਂ ਨੂੰ ਕਾਬੂ ਵਿੱਚ ਆਉਣ ਦੀਆਂ ਪ੍ਰਯਤਿਆਂ ਲਈ, ਸਭ ਦੇ ਅਧਿਐਨ ਅਤੇ ਵਿਕਾਸ ਲਈ ਸਮਾਜਿਕ ਪ੍ਰਗਤੀ ਦੇ ਯੋਗਦਾਨ ਲਈ ਸਭ ਦੀ ਵਿਵਹਾਰਿਕ ਮਦਦ ਕਰਨ ਦੀ ਲੋੜ ਹੈ।",0.0,pa,0.0,"To control the major shortcomings of ancient primitive science and all others, there is a need for practical assistance in the study and development of all, contributing to social progress.",为了掌握原始科学及其他所有主要缺陷，需要为所有人的学习和进步提供实际帮助，以促进社会进步。,0.0,0.0
As a Filipino we can sing and hear notes with clarity ..it's the Spanish girl who rules! Nina hermosa bravo!,0.0,tl,0.05,"As Filipinos, we can sing and hear notes with clarity... it's the Spanish girl who rules! Beautiful Nina, bravo!",作为菲律宾人，我们能够清晰歌唱并聆听音符……是那位西班牙女孩主宰一切！妮娜，美丽又出色！,0.001,0.0
ਜਿਨ੍ਹਾਂ ਲਈ ਅਕਸਰ ਆਪਣੀ ਤਰਫ 'ਤੇ ਵਿਚਾਰ ਦੀ ਗੱਲ ਕਰਨ ਵਿੱਚ ਡੋਮੈਟਿੰਗ ਹੁੰਦੀ ਹੈ,1.0,pa,0.65,For those who often find it daunting to engage in self-reflection.,对于那些常常在思考时倾向于自我主导的人来说。,0.15,0.15
